parameter_name,level_name,profile,policy_name,success_rate,jam_rate,documented_force_jam_rate,blocked_contact_termination_rate,mean_final_distance,mean_peak_contact_force,p95_peak_contact_force,mean_contact_steps,mean_contact_work
contact_xy_scale,low,nominal,fixed_impedance,1.0,0.0,0.0,0.0,0.0009690347321834005,1.6093863144428393,1.6093863144428393,11.0,0.006312739233310173
contact_xy_scale,low,nominal,variable_impedance,1.0,0.0,0.0,0.0,0.0009969908148051067,0.5087276958986107,0.5087276958986107,29.0,0.001533007988630143
contact_xy_scale,nominal,nominal,fixed_impedance,1.0,0.0,0.0,0.0,0.0009690347321834005,1.6093863144428393,1.6093863144428393,11.0,0.006312739233310173
contact_xy_scale,nominal,nominal,variable_impedance,1.0,0.0,0.0,0.0,0.0009969908148051067,0.5087276958986107,0.5087276958986107,29.0,0.001533007988630143
contact_xy_scale,high,nominal,fixed_impedance,1.0,0.0,0.0,0.0,0.0009690347321834005,1.6093863144428393,1.6093863144428393,11.0,0.006312739233310173
contact_xy_scale,high,nominal,variable_impedance,1.0,0.0,0.0,0.0,0.0009969908148051067,0.5087276958986107,0.5087276958986107,29.0,0.001533007988630143
