parameter_name,level_name,profile,policy_name,success_rate,jam_rate,documented_force_jam_rate,blocked_contact_termination_rate,mean_final_distance,mean_peak_contact_force,p95_peak_contact_force,mean_contact_steps,mean_contact_work
force_noise_std_range,nominal,nominal,variable_impedance,1.0,0.0,0.0,0.0,0.0009433850929147387,0.7745358419863653,1.020498448191369,27.349999999999998,0.0027555088608196402
force_noise_std_range,nominal,tight_clearance,fixed_impedance,1.0,0.0,0.0,0.0,0.0009690347321834007,2.6532204315764396,3.6420015833035495,11.0,0.010917988441015271
force_noise_std_range,nominal,tight_clearance,variable_impedance,1.0,0.0,0.0,0.0,0.0009433850929147387,0.7745358419863653,1.020498448191369,27.349999999999998,0.0027555088608196402
force_noise_std_range,nominal,high_friction,fixed_impedance,1.0,0.0,0.0,0.0,0.0009690347321834007,4.410033061680831,5.300233105432459,11.0,0.018296049174432224
force_noise_std_range,nominal,high_friction,variable_impedance,1.0,0.0,0.0,0.0,0.0009439545445146299,1.2159692081031162,1.44361474328835,30.233333333333334,0.004354712636992766
force_noise_std_range,nominal,offset_bias,fixed_impedance,1.0,0.0,0.0,0.0,0.0009690347321834007,2.6532204315764396,3.6420015833035495,11.0,0.010917988441015271
force_noise_std_range,nominal,offset_bias,variable_impedance,1.0,0.0,0.0,0.0,0.0009433850929147387,0.7745358419863653,1.020498448191369,27.349999999999998,0.0027555088608196402
force_noise_std_range,nominal,noisy_force,fixed_impedance,1.0,0.0,0.0,0.0,0.0009690347321834007,2.784994494426659,3.648150341182667,11.0,0.011143093508965576
force_noise_std_range,nominal,noisy_force,variable_impedance,0.9333333333333332,0.0,0.0,0.0,0.0009687261678278459,0.9503923418097641,1.146851119776762,41.06666666666667,0.0020084302238014976
force_noise_std_range,high,nominal,fixed_impedance,1.0,0.0,0.0,0.0,0.0009690347321834007,2.665304853667829,3.651565648562901,11.0,0.010917988441015271
force_noise_std_range,high,nominal,variable_impedance,1.0,0.0,0.0,0.0,0.0009448187371099842,0.7980815064505936,1.0513794685452933,29.183333333333334,0.0026572264045507834
force_noise_std_range,high,tight_clearance,fixed_impedance,1.0,0.0,0.0,0.0,0.0009690347321834007,2.665304853667829,3.651565648562901,11.0,0.010917988441015271
force_noise_std_range,high,tight_clearance,variable_impedance,1.0,0.0,0.0,0.0,0.0009448187371099842,0.7980815064505936,1.0513794685452933,29.183333333333334,0.0026572264045507834
force_noise_std_range,high,high_friction,fixed_impedance,1.0,0.0,0.0,0.0,0.0009690347321834007,4.420505342356935,5.308733329148153,11.0,0.018296049174432224
force_noise_std_range,high,high_friction,variable_impedance,1.0,0.0,0.0,0.0,0.0009394065794846776,1.2352473767091554,1.460477117467569,31.899999999999995,0.0042072851531847035
force_noise_std_range,high,offset_bias,fixed_impedance,1.0,0.0,0.0,0.0,0.0009690347321834007,2.665304853667829,3.651565648562901,11.0,0.010917988441015271
force_noise_std_range,high,offset_bias,variable_impedance,1.0,0.0,0.0,0.0,0.0009448187371099842,0.7980815064505936,1.0513794685452933,29.183333333333334,0.0026572264045507834
force_noise_std_range,high,noisy_force,fixed_impedance,1.0,0.0,0.0,0.0,0.0009690347321834007,2.8257442261407477,3.695985379648622,11.0,0.011143093508965576
force_noise_std_range,high,noisy_force,variable_impedance,0.75,0.0,0.0,0.0,0.001039402101685603,1.0325921541390886,1.2541285698342204,45.06666666666666,0.0017307897354025747
contact_transition_band_m,low,nominal,fixed_impedance,1.0,0.0,0.0,0.0,0.0009690347321834007,2.6532204315764396,3.6420015833035495,11.0,0.010917988441015271
contact_transition_band_m,low,nominal,variable_impedance,1.0,0.0,0.0,0.0,0.0009433850929147387,0.7745358419863653,1.020498448191369,27.349999999999998,0.0027555088608196402
contact_transition_band_m,low,tight_clearance,fixed_impedance,1.0,0.0,0.0,0.0,0.0009690347321834007,2.6532204315764396,3.6420015833035495,11.0,0.010917988441015271
contact_transition_band_m,low,tight_clearance,variable_impedance,1.0,0.0,0.0,0.0,0.0009433850929147387,0.7745358419863653,1.020498448191369,27.349999999999998,0.0027555088608196402
contact_transition_band_m,low,high_friction,fixed_impedance,1.0,0.0,0.0,0.0,0.0009690347321834007,4.410033061680831,5.300233105432459,11.0,0.018296049174432224
contact_transition_band_m,low,high_friction,variable_impedance,1.0,0.0,0.0,0.0,0.0009439545445146299,1.2159692081031162,1.44361474328835,30.233333333333334,0.004354712636992766
contact_transition_band_m,low,offset_bias,fixed_impedance,1.0,0.0,0.0,0.0,0.0009690347321834007,2.6532204315764396,3.6420015833035495,11.0,0.010917988441015271
contact_transition_band_m,low,offset_bias,variable_impedance,1.0,0.0,0.0,0.0,0.0009433850929147387,0.7745358419863653,1.020498448191369,27.349999999999998,0.0027555088608196402
contact_transition_band_m,low,noisy_force,fixed_impedance,1.0,0.0,0.0,0.0,0.0009690347321834007,2.784994494426659,3.648150341182667,11.0,0.011143093508965576
contact_transition_band_m,low,noisy_force,variable_impedance,0.9333333333333332,0.0,0.0,0.0,0.0009687261678278459,0.9503923418097641,1.146851119776762,41.06666666666667,0.0020084302238014976
contact_transition_band_m,nominal,nominal,fixed_impedance,1.0,0.0,0.0,0.0,0.0009690347321834007,2.6532204315764396,3.6420015833035495,11.0,0.010917988441015271
contact_transition_band_m,nominal,nominal,variable_impedance,1.0,0.0,0.0,0.0,0.0009433850929147387,0.7745358419863653,1.020498448191369,27.349999999999998,0.0027555088608196402
contact_transition_band_m,nominal,tight_clearance,fixed_impedance,1.0,0.0,0.0,0.0,0.0009690347321834007,2.6532204315764396,3.6420015833035495,11.0,0.010917988441015271
contact_transition_band_m,nominal,tight_clearance,variable_impedance,1.0,0.0,0.0,0.0,0.0009433850929147387,0.7745358419863653,1.020498448191369,27.349999999999998,0.0027555088608196402
contact_transition_band_m,nominal,high_friction,fixed_impedance,1.0,0.0,0.0,0.0,0.0009690347321834007,4.410033061680831,5.300233105432459,11.0,0.018296049174432224
contact_transition_band_m,nominal,high_friction,variable_impedance,1.0,0.0,0.0,0.0,0.0009439545445146299,1.2159692081031162,1.44361474328835,30.233333333333334,0.004354712636992766
contact_transition_band_m,nominal,offset_bias,fixed_impedance,1.0,0.0,0.0,0.0,0.0009690347321834007,2.6532204315764396,3.6420015833035495,11.0,0.010917988441015271
contact_transition_band_m,nominal,offset_bias,variable_impedance,1.0,0.0,0.0,0.0,0.0009433850929147387,0.7745358419863653,1.020498448191369,27.349999999999998,0.0027555088608196402
contact_transition_band_m,nominal,noisy_force,fixed_impedance,1.0,0.0,0.0,0.0,0.0009690347321834007,2.784994494426659,3.648150341182667,11.0,0.011143093508965576
contact_transition_band_m,nominal,noisy_force,variable_impedance,0.9333333333333332,0.0,0.0,0.0,0.0009687261678278459,0.9503923418097641,1.146851119776762,41.06666666666667,0.0020084302238014976
contact_transition_band_m,high,nominal,fixed_impedance,1.0,0.0,0.0,0.0,0.0009690347321834007,2.6532204315764396,3.6420015833035495,11.0,0.010917988441015271
contact_transition_band_m,high,nominal,variable_impedance,1.0,0.0,0.0,0.0,0.0009433850929147387,0.7745358419863653,1.020498448191369,27.349999999999998,0.0027555088608196402
contact_transition_band_m,high,tight_clearance,fixed_impedance,1.0,0.0,0.0,0.0,0.0009690347321834007,2.6532204315764396,3.6420015833035495,11.0,0.010917988441015271
contact_transition_band_m,high,tight_clearance,variable_impedance,1.0,0.0,0.0,0.0,0.0009433850929147387,0.7745358419863653,1.020498448191369,27.349999999999998,0.0027555088608196402
contact_transition_band_m,high,high_friction,fixed_impedance,1.0,0.0,0.0,0.0,0.0009690347321834007,4.410033061680831,5.300233105432459,11.0,0.018296049174432224
contact_transition_band_m,high,high_friction,variable_impedance,1.0,0.0,0.0,0.0,0.0009439545445146299,1.2159692081031162,1.44361474328835,30.233333333333334,0.004354712636992766
contact_transition_band_m,high,offset_bias,fixed_impedance,1.0,0.0,0.0,0.0,0.0009690347321834007,2.6532204315764396,3.6420015833035495,11.0,0.010917988441015271
contact_transition_band_m,high,offset_bias,variable_impedance,1.0,0.0,0.0,0.0,0.0009433850929147387,0.7745358419863653,1.020498448191369,27.349999999999998,0.0027555088608196402
contact_transition_band_m,high,noisy_force,fixed_impedance,1.0,0.0,0.0,0.0,0.0009690347321834007,2.784994494426659,3.648150341182667,11.0,0.011143093508965576
contact_transition_band_m,high,noisy_force,variable_impedance,0.9333333333333332,0.0,0.0,0.0,0.0009687261678278459,0.9503923418097641,1.146851119776762,41.06666666666667,0.0020084302238014976
